text,favoriteCount,retweetCount
"We got that FRIDAY feeling!! 

All patterns are 60% off through the pandemic to help you all during this difficult https://t.co/7xJWl7dE3M",0,0
"So what are you going to choose?

#humor #benefits #creative #collaborate #productive #careermapofficial https://t.co/hBFDBRqVq9",0,1
#Music #weekend #FridayFeeling #FridayThoughts https://t.co/fOusC5FR5P,0,0
#Zoom #SocialDistanacing #QuarantineLife #weekend https://t.co/iomS0nMHIi,0,0
"Its Friday!!!

(Which is exactly the same as yesterday, which will be the same as Saturday and Sunday, and the https://t.co/vL8Lcfe55M",0,0
Start #FF #FollowFriday off with the Ocho Duro Parlay Hour (#ODPH) on @PandoraMusic! #PodernFamily #podnation https://t.co/T4HdqXtUNC,2,5
#FridayFeeling #FridayThoughts #FionaApple #FIFA20 #weekend #music https://t.co/bVGQ0Hw6XI,0,0
It's finally #Friday and the weekend is only around the corner. Share your photos with us to be featured each week https://t.co/ydSJn8zsVx,0,1
"Chicken Tikka Masala is so easy to make right at home in one pan with simple ingredients

Recipe - @CafeDelites

Fo https://t.co/ORHeVjR8Qp",0,0
Friday's here . The weekend is just around the corner. Wishing you all the best weekend possible. #weekend https://t.co/PPdLm4d8vw,2,0
IOne of the sweetest things about being home is my dog.  Hearing him snore. Following me around the house. Taking https://t.co/Lr54yvNGhB,0,0
Things to be #thankful for today. It's Friday and the #weekend begins after work at 5pm. Will it be aby different t https://t.co/Z8N3fSzN2I,0,0
The #weekend is almost here. These free resources will help you make the most of it without leaving home. Enjoy! https://t.co/LJZfFGgXeR,0,0
"Der Wald wird grn! Der Sommer naht. Geniet die Natur und habt ein schnes Wochenende! 

#nature #natur #wald https://t.co/hAFqHJwND4",0,0
"TODAY at 1, kick off the #weekend with an ALL-NEW episode of @TheRealDaytime! AND, from #SnowfallFX @Isaiahkjohn st https://t.co/erO5YI7izD",58,10
De ratten hebben weer eten voor het #weekend  https://t.co/xDDcDDOhTg,0,0
"Today's podcast is out.

Introducing the ""Tea with Me"" concept, some background thoughts on it and how it provides https://t.co/Rs6kaqRih2",0,0
"Fri-yay! It can be easy to forget its the weekend when were in isolation, but to ensure you have a restful few da https://t.co/2l8OYIuwdx",0,0
"Hallchen 
Ich hoffe dir geht's gut und hattest trotz der kriese eine angehme Woche 

#sexy #smile #happy https://t.co/DaWw0M3x7W",989,64
"A friendly reminder and the perfect treat for the #weekend 

Order our #feastboxes online: https://t.co/TnUardeBX5",2,1
Are you still homeschooling during the Easter holidays? Here are some helpful resources to help with homeschooling! https://t.co/1Id9lZcWj7,1,0
It's FRIDAY! Wishing you a bright and cheery weekend!  What colorful plans do you have on the schedule?  Share belo https://t.co/Usu05KFp1h,0,0
"In these difficult times, why not hunker down with Isy and Jack? Thrust together as children, torn apart as adults https://t.co/M6rmJq3RGw",0,2
How fantastic! You can buy someone a room voucher from @TheElm_Tree for a future date! Or an afternnon tea voucher https://t.co/uiBWvaiCkk,2,1
"Hai Sobat Koongya!

Kemarin kita sudah belajar tentang fitur Arsip Gambar, kan 
Kamu hanya bisa menyimpan Quizmu d https://t.co/J6AmXxWRTW",0,0
This Sunday the BBC will be showing One World: Together At Home - an epic virtual concert curated by Lady Gaga in c https://t.co/vWSvIZduSI,0,0
"Das Wochenende ist vielversprechend.
Das Wetter spielt mit und die Laune auch 

Schnes Wochenende euch alles 

#weekend #sun",0,0
"Przyjemnie byoby tak powylegiwa si gdzie nad wod w #weekend , ale dla wasnego bezpieczestwa i zdrowia innyc https://t.co/tSifvHR4hA",0,0
#TGIF #loading the #weekend on the #Dutch #livestream #UnpluggedRadioLive https://t.co/BM6bLvyvDs het #online https://t.co/AM3KQPXoBy,0,1
"O on apprend  remplacer le lubrifiant, les menottes, la cravache et les anneaux pniens par des solutions #diy et https://t.co/19wzSaVJuv",0,0
"Elegant semicircle rangoli design...
Please watch and Subscribe 

https://t.co/5GPg9InwgP

#rangoli #HomeDecor https://t.co/daoXR2QyzM",1,0
"""If you see someone without a smile give them one of yours"" - Unknown.

#fridayfeeling #FridayMotivation https://t.co/yINiLYUuKi",4,0
Please share let's get involved! #weekend https://t.co/Qxl8jsaThl,1,0
Deze mocht ik vandaag nog als verjaardagscadeau van @MoniquevdH010 ophalen bij nicheflowershop  #lief #dankjewel https://t.co/ZX0MwiUI7m,1,0
"It's #flashbackfriday and here we have a very small Beau pup  Isn't he adorable?! 

#flashback #friday https://t.co/rPeHWEJGUZ",1,0
"That moment when you realise its Friday 
#friday #friyay #weekend #fridayfeeling #photography #popstudios https://t.co/dBbjXTgYxd",0,0
Looking for a good book for the #weekend?  @Islingtonlibs https://t.co/WEHw9JmrFt,2,0
If youre struggling to find #ThatFridayFeeling facing another #weekend indoors. Why not try some virtual experie https://t.co/2UNdNC0itA,1,1
"Happy Friday! Have a good weekend!

#Happyfriday #Fridayfunday #Friday #weekend https://t.co/tmpSQA5hod",0,0
"Weekend vibe !! Yiihhaaa !!  #housemusic #house #techhouse #weekend #quarantine @ Jakarta, Indonesia https://t.co/mMw1ixHrRN",1,0
--------&gt; #weekend,2,0
"Friday, April 17th
Sunrise: 6:44am
Sunset: 8:12pm

#Friday #weekend #sunrise #sunset #ckont #StayStrongCK https://t.co/BljMFMa82K",0,0
"#METEO #WEEKEND: fine settimana con tempo soleggiato, salvo aumento delle nubi sul finire di #domenica. Luned prob https://t.co/YmisDbqMk0",4,0
- bijna #WEEKEND - mooi moment om te genieten van ons #ASPERGEMENU - ook #AFHALEN en #BEZORGEN van andere heerlijke https://t.co/Pb8SDaoTSi,0,1
"Get ur weekend started off with ur fave country stars' music commercial free with JimmyRaydio LIVE 6-8 !!
#weekend https://t.co/Pwgo1ns8iR",1,0
Omdat meerdere mensen vroegen of we ze nog een keer wilden bakken.. Heerlijke verse (paas)broodjes net uit de ove https://t.co/ssyYye81Rf,1,0
"In these strange, unprecedented times we think it is extremely important to recognise the weekend as the weekend, a https://t.co/cC2TiB0u4W",2,0
TBR pile for the next couple of weeks. Reading Neale Daniher right now and Oh! My heart! #tbr #weekend #amreading https://t.co/KqlNEf1r4a,1,0
"#stayhome #stayhealthy and have a #nice #weekend #neighbors of #berlin and all over the #world @ Schneberg, Berlin https://t.co/fGVX8f4J4t",0,0
Your #FridayMotivation for a funny #read this #weekend try this hilarious #book from #Amazon - The crazy mayhem tha https://t.co/0V2VJ1d5un,0,0
Hi @laurenlaverne @BBC6Music we know its the #weekend when  @50ShadesOfTwem tells us to get our teams ready for his https://t.co/j1UIIhWNHk,0,0
"Wir wnschen ein schnes Wochenende!
#Wochenende #stayhome #wirbleibenzuhause #weekend https://t.co/9YC95fDWZh",0,0
LiberaMente libri: la lettura animata  pretesto di mille racconti https://t.co/WCdzmtMmCJ #libriperbambini #weekend,0,0
Make sure you thank God more for that little money and food you have. That's what would make some family joyous tod https://t.co/2nU0lnQOH0,1,0
Some #FridayMotivation for a very funny #read this #weekend get yourself to #Amazon and grab this hilarious #book - https://t.co/x4pKHtu796,0,1
#friday #weekend #fridayfeeling #stayhome #IsleofWight #mentalhealth #mentalhealthawareness #mentalhealthrecovery https://t.co/MmaJtgGEth,0,0
"Durban shows it's love for the country.  
#StayHomeSA #StaySafe #StrongerTogether #Day22 #Day22OfLockdown https://t.co/q4bSJEkxz4",1,0
RELAXING . OUR TEDDY'S CORONA MASK HAMMOCK #hngematte #weekend #wochenende #relax https://t.co/uXpmAdV8AE,0,0
#friday #weekend #lettings #rental #landlord #estateagent #agents #safety  #coronavirus https://t.co/8nbNHCOKjG,0,0
"Week-end cinoche avec de l'amour, #UnHommeEtUneFemme tellement moderne... Monsieur Claude Lelouch ! 
#Film #WeekEnd https://t.co/oGFnh8Dv9c",10,3
"The weekend is here! Enjoy some wine at home or through an online wine party ! Most importantly, #staysafe !
.
. https://t.co/oLNG3POqy0",1,0
#Friday #FridayFeeling #weekend #corona #coronavirus #NHS #accountancy #maths #business #tax https://t.co/QnpskMHKY5,1,0
"imdi ev zaman
Evde olduumuz bu sre yeni hobiler kazanmak iin en uygun frsat...
Bu frsat kaliteli bir eki https://t.co/kNVPS4nM06",2,1
@FFShades @Creamfields great for a disco in the room @PGilthorpe  #party #weekend #stayinginin,1,0
"#Twitter alert. #writingcommunity #Writers #ReadingCommunity #Readers #Free #Promotion #IndieAuthor 

Good morning https://t.co/Ki76zFeH1W",0,3
"Weekend Emoji-cast...

Today: High 5
Saturday: High 9
Sunday:High 9

#Friday #weekend #StayStrongCK https://t.co/XECipVceZx",0,0
Cheer up a rainy  #Friday Put a #sunny  #beach  #cafe  into your #weekend #romcom #romancenovels #cozy https://t.co/ieC4ROJtXu,11,26
Buenos das!  Comienza un nuevo viernes y con l un nuevo fin de semana en el que seguimos de confinamiento! Inte https://t.co/VG6H4jZhBJ,0,0
"HAPPY FRIDAY...You made it through another week!
Time to go make more stories for Monday 

#FridayFeeling https://t.co/D0um0TAHS8",0,0
"Hi, everyone. Wishing all of you a wonderful day.  #friday #sunnyday #tardis #HomeForWhovians #toyphotography https://t.co/xB2cosUHvm",6,0
"#Ujackets Presents 
The Hitman's Bodyguard Ryan Reynolds Coat
Link Here&gt;&gt;https://t.co/iMcqqZJ05O
Follow Us, Like https://t.co/LyoL5iTfvd",0,2
Dus wat doe je op kantoor als de meeste Knoworriors vanuit huis werken? #Knallend het #weekend in! #weekendvibes https://t.co/JNTkLG8Lir,3,0
"Happy Friday friends! 
What's your plans for the weekend?
Would be awesome if I could reach 100 Subscribers on m https://t.co/AafjclYrtx",7,5
"#OneGoodThing 17 Hunt for the Wilderpeople warm, moving &amp; funny film for lockdown weekend  #HuntForTheWilderpeople https://t.co/hebGsD0Z9r",3,0
Full bloom! In #munich #mnchen #bavaria #bayern #germany #deutschland #laptopsandlederhosen #traditional #modern https://t.co/kuFKTw8Srt,0,0
"Settimana corta, ma pur sempre densa, che con oggi, VENERDI' 17, volge al termine.
Finiamo di impacchettare le ulti https://t.co/F6gWKTkdZX",0,0
"GOOD MORNING!  The weekend is here, and we thank you for starting it with us #ScottAndSarah #WQMX  Here is some inf https://t.co/rO3HVZKrbM",0,0
L'avenir dvoile toutes choses...#bonjour #eseuropa #paris #francia #europe #travel  #workinprogress  #printemps https://t.co/5s1zo5X80p,4,0
"#Rose di #Sfoglia allo #Speck con #Zucchine e #Patate: belle, buone ed assolutamente perfette per un #antipasto sfi https://t.co/Dd0AvRGNWy",0,0
Is it #weekend already??? This will still be one of our #newnormal activities #diving #scubadiving when ECQ is over https://t.co/MusoVbXbue,1,0
Rock your way into the #Weekend with the new Techno Recommends Podcast featuring @DJMaxKane live from The Sunday So https://t.co/xnsHKRnezW,1,1
"We are feeling oh so motivated this Friday morning &amp; ready to take on the weekend 

We're spending the next 2 days https://t.co/06I8HVWAuW",2,0
"Anti #Baper dengan #KOPIBAPER 
rasa seru dan kemasan keren #KOPIBAPER  mudah untuk dibawa kapanpun untuk kamu https://t.co/VKqFrQEVoK",2,1
Friday #exhausted #weekend #lessssgo https://t.co/8UEZRgkCIC,2,0
"
#weekend 

https://t.co/A0d7wFkc10",20,6
"Bonjour, 
Ce serait merveilleux si le #mondeDaprs tait contamin d'@amour, d'@affection, de #douceur, de tendress https://t.co/ILbwnBkz4r",2,1
"As the weekend rolls around, take some time to think about how you can increase the value of your time. It could me https://t.co/wyXqn00N1p",0,0
It's Friday ppl! Let's celebrate with a dance! #dance #music #boy#gay #friday #tgif #weekend #calvinharris #sza https://t.co/ltei58APxL,0,0
"... because our mini mousse chocolates deserve a silver plate, and nothing less. Wishing everyone a safe and health https://t.co/BMbIhe3QDN",1,0
Wie is er ook klaar voor het #weekend https://t.co/6jCszEn3GW,0,0
"Ikvll ska det supas
.
.
.
#hotsauce #chili #yammy @oypoppamies #hot #redchili #habanero #ahjo #letsdothis https://t.co/YoACmtxcGe",0,0
Our Easter sale is still ongoing! Grab yourself a bargain in time for the #weekend. All books included just #99p. https://t.co/kjmL56QTMr,4,7
"Into the weekend like...

#Weekend #IntoTheWeekend #FridayFeeling

https://t.co/tgd9peMFQD",11,1
"What are your plans for the weekend?
.
17 Northfield Ave, Glenhazel, Joburg
jozibluecafe@gmail.com
066 522 3 https://t.co/1sJNvgrtb8",0,0
"The #sun may be taking a break this #weekend, which may be good news for some during the #UKlockdown 

https://t.co/eJH1V4DLXP",1,1
Wishing you a #peaceful #weekend. https://t.co/uqZ0EkTCiH,1,1
"More great #weekend reading from @CREWEnergyLDN in their latest newsletter with energy saving tips, advice on help https://t.co/FN52Aa2Ozq",0,0
"Bald ist Wochenende, nur noch eine Sptschicht #weekend https://t.co/53sZyLhgEL",6,0
"What are you up to this #weekend? One of our fab volunteers, at home in #Isolation, has been #sketching ..... chick https://t.co/pVuzw6zJeo",2,0
"Music ALWAYS sounds better on a Friday!#HomeHappy

#Weekend #GoodVibes #HappyFriday https://t.co/aJIpmxxpQr",1,1
Meteo Napoli weekend 18-19 aprile continua il caldo ma arriva la pioggia -  #Meteo #Napoli #weekend #18-19 #aprile  https://t.co/3HjCRRLTc5,0,0
"Marimo  una #pianta diversa, simpatica e ricca di 
 personalit perfetta per abbellire qualsiasi #angolo della https://t.co/DNJ8D4uHFr",0,0
"Promocja targi ekocuda online trwa od dzi, 17.04.20 do poniedziaku 20.04.20 
---
#shydeer #niemiayjele https://t.co/WahmGKHWXY",2,0
"Today am I optimistic, I remembered that my thoughts create my reality, I think positively and surround myself with https://t.co/uy8G9Tbdyq",1,1
"Peter Marquant, Angkor, 2019
Leimfarben auf Leinen, 45 x 70 cm

#PeterMarquant #Exhibition #architecturalstructure https://t.co/cp8nUEiAjp",0,0
"We are always thinking about our next move, investing our time in valuable activities to better ourselves, and gett https://t.co/pIHE7Qk2zj",0,0
"Presenting #thehalfofit Ellie Chu Parka Jacket
Click Here&gt;&gt;https://t.co/yjyegLWUVo
Follow Us, Like &amp; Retweet
Win https://t.co/fLvWQ4adaX",0,0
"#Rain remains most concentrated to the South Coast of England this #weekend. 

 See our rain and clouds map her https://t.co/mQUKLKWrMu",0,0
"Happy Friday! 
#Friday #weekend #StayHome https://t.co/F90zoJq3xS",1,0
April showers... make it easier to weed. #GreenWaste #weekend,0,0
Weekend tra sole e nuvole https://t.co/Gtg4Qv11pG #meteo #weekend,0,0
"Its Friday, which means for many of us the workweek is done.
For entrepreneurs, the end of the week means nothing. https://t.co/idtIwvh6Zi",0,0
"Woohoo, the #weekend is in sight! Dont forget were hosting a #cookalong live on @instagram at https://t.co/kjp6FeeX2I",3,1
"Home disco to tire the kids out before the #weekend! 

Find more #FunatHome ideas here: https://t.co/G4T2kz2D8s https://t.co/x40OGtyKb9",0,0
#meteo #17aprile #weekend rovinato da una perturbazione apripista a un RIBALTAMENTO. Ecco dove piover sabato e dom https://t.co/rdlvGVD1yb,4,6
"Good Morning #Friends   

Have a Happy #FollowFriday 
         and a Beautiful #Weekend  

       https://t.co/suLHXrlPBL",51,21
"Spend some time this weekend giving some love to your garden during the nice weather!

Check out these tips from Th https://t.co/5spNfIFC6j",0,0
Waarheen dit #weekend?,0,0
"Your fireplace is the heart of the home. So this weekend, why not gather round with good company, good t.v &amp; good f https://t.co/dMMp2zO2Z3",0,0
"Wir wnschen einen schnen Start in das Wochenende!

#weekend #weekendvibes #friday #fridayvibes #motivation https://t.co/lPSTCKwauB",0,0
"#OneGoodThing 17 Hunt for the Wilderpeople warm, moving &amp; funny film for lockdown weekend  #HuntForTheWilderpeople https://t.co/h13fAbq65G",2,0
"Le #weekend arrive et notre agenda regorge d'activits en ligne, y avez-vous dj jet un coup d'il?  https://t.co/cgPtPxM3sB",0,0
"The #weekends here and our agenda is packed with online activities again, have you checked them out yet?  https://t.co/uVqaR7XBQk",3,0
Soooo glad this is back on this Saturday night!!!! Long may it continue!... #lockdown #laugh #saturdaynight https://t.co/nclWcz40yP,0,1
#life #friday #weekend #cuma #haftasonu #stayhome #evdekal #grow#localfarm#farmtotable #vitamin #hayat #temizgida https://t.co/ahS3si0Jyq,0,0
Devolver Digital Publisher Weekend Sale on Steam - 90% off https://t.co/kFiDzOubRJ #devolverdigital #steam #pc #sale #weekend,0,0
Devolver Digital Publisher Weekend Sale on Steam - 90% off https://t.co/p2hKBwUV8Q #devolverdigital #steam #pc #sale #weekend,2,0
"Our knitting department have come up with a few ideas for the weekend. Get knitting.
https://t.co/64Pk4hVEqa
#Mini https://t.co/MKOZYsK3FW",2,0
"Komt het dan toch nog goed tussen Boer zoekt Vrouw-Annemiek en Erik? #weekend #bzv
https://t.co/N2NeJCMb8U https://t.co/0xAyQvTbSh",0,1
"What to do this #weekend @ home? interesting link to find ideas... https://t.co/Arijxnh1Kc listing to concerts, vis https://t.co/XT5BLsymq3",0,0
It's FriYAY!! What are your plans and how are you going to enjoy your weekend? Comment below! #Friday #enjoy https://t.co/oqbKprFPOY,0,0
"Confinamiento, Sol y lento pero seguros, viernes!!!
. ..
#viernes #viernes #viernestradicional #viernes https://t.co/93k2peGI8F",0,0
Have a fantastic Friday and an even better weekend! Drop a comment to share how what you'll be doing to enjoy it to https://t.co/llVYG4Oqh3,0,0
"Enjoy this weekend! Time to kick back, relax, and do something for you! How will you write your weekend story? Comm https://t.co/jKvT8pVirv",0,0
@skylarkfotos What is a #weekend? Oh yes I remember now that weeks used to be broken up into two sections  have a great one yourself,1,0
https://t.co/r6j5Yc7wCk Get yourself into a new #Crimefiction series this #weekend . Pass the time with a good book https://t.co/pKeu4crV5T,11,1
"Not sure what to do this #weekend . See the @NationalTheatre's  production of Treasurer Island online for free

https://t.co/8r6xrJtPqT",0,0
"Sliding into the #weekend like...
#weekendvibes #StayHome https://t.co/O4fS2eToal",0,0
"We can move or send anything to anywhere, all you need to do is to put a call through, send us a DM or a Whatsapp m https://t.co/U0hN6nDzwe",0,0
#weekend #Offer  #ThanThanaThom is free on #Amazon for the next two days,1,0
"







#
#WEEKEND https://t.co/kwNeuxMnyo",11,2
"With the world in various stages of #lockdown, whats the next best thing to running off for a #spa #weekend in https://t.co/bX66ZRzHSR",0,0
Troch wspomnie z Hiszpanii... #Spain #Alicante #Hiszpania #holiday #memories #Travel #travelphotography #StaySafe https://t.co/RRDSRQhA2Z,3,0
"By the time lockdown is over, think my hair will be down to my arse  #lockdown #hairstyle #longhair #redhead https://t.co/OvDtyVxLie",4,0
They say time is a healer but it's also a gift. Use this time we have been given to enjoy your family and put your https://t.co/CxJkUjXWIL,0,0
"It's Friday, shop for all your #weekend needs. We have a fully stocked butchery, deli and panty, fresh fruit and ve https://t.co/9I9MQbTJfZ",4,0
All set to complete this  #weekend #autobiographyofayogi #repeat https://t.co/j0N5DcUM8o,0,0
"You are my sunshine, my only sunshine
You make me happy when skies are grey!

Lets bring about warmth and positive https://t.co/HRhQFYnR2T",0,0
#StaySafeStayHome but don't get caught out this #weekend. Unprotected sex can spread #STI's and cause unwanted https://t.co/cBrcEnpQ26,0,0
"Good morning #book lovers and happy Friday!

What are you reading this #weekend? https://t.co/rP4my6XOJl",8,1
Friday sees us rolling into the weekend  #westernfeltroofing #roofing #cotswolds #weekend #rolling #building https://t.co/yn0f2GBANq,0,0
Looks like our rain chances take a jump again by tomorrow. Scattered showers and storms develop by late morning ove https://t.co/dYg6lbxEop,0,0
Looks like our rain chances take a jump again by tomorrow. Scattered showers and storms develop by late morning ove https://t.co/NPSqm3w66d,5,2
Buenos das gente. En nada estamos en modo #weekend !! #FelizViernes  Seguidme en mi @Spotify  https://t.co/rqsnsz34Se,36,5
"Week 5, Day 2. It's the weekend! And a beautiful day for a dinosaur ride in the garden! #dinosaur #lockdown #wfh https://t.co/kZeRlDn1JN",0,0
"#confinement jour 33 - les effets secondaires du #covid19
#coronavirus #sideeffects #weekend #illustration https://t.co/laLUhP7FjE",28,8
Benvenuti al Sud! Ecco il #mood di questo venerd perch gli scorci sul nostro splendido Mediterraneo e la raffina https://t.co/NoKkrh1MeW,27,6
"Like most Friday's, comes that #FridayFeeling!!!

@Basepoint_Gos hopes you all have a wonderful day and a fantastic https://t.co/ofyBIN4696",2,1
Volg ons op #Spotify en begin je #weekend goed met de fijnste muziek! Al jaren zie je de beste #tribute artiesten i https://t.co/pue41tyUhR,0,0
"Aujourd'hui c'est vendredi ! 

Le plein de bonnes nouvelles :
1 Le week-end arrive  grands pas
2 Plus que que https://t.co/cZfUFzC9HZ",3,4
It's Fridaaaaaay! #friday #Weekend #happy #followme #drinks #nightout,0,0
"colette

 lecafemarco  
#lockdown #stayhome #day32 #paris #bougie #candle https://t.co/eyW6Yzl2B8",0,0
"Vanaf nu delen wij iedere vrijdag een quote van de week! Vind jij hem inspirerend of heb je zelf een goede quote, l https://t.co/YxXzJjHyPq",0,0
"Words. 
#williambarclay #quoteoftheday #wisewords #fridayvibes #friday #fridaymood #fridayfeeling #weekend https://t.co/GgE4pVcdv5",0,0
Jest ju dostpna prognoza pogody na weekend. Co nas czeka? Cieplejsza i bardziej soneczna pogoda. Wiatr bdzie po https://t.co/rXA8jiFPl6,10,1
Io attendo con ansia il #weekend #pandemia #coronavirusitalIa #venerdi17,0,0
Just miss going out with good company and cold beer. This too shall pass #weekend #weshallovercome #stayhome https://t.co/b7rSSmp0Nk,0,0
"https://t.co/u6qQPY3ydL
#danmark #Tips #inspiration #DK #dkbiz #gaver #hygge #weekend #manicure",1,0
"Making your Friday a little more entertaining. 

#Corona #Quarantine #Lockdown #Weekend #MovieNight #Entertainment

https://t.co/n9gnIql7QI",1,0
Met Antonios Wijn tovert u ook zo maar een fles heerlijke wijn op tafel. Goed weekend! #wijn #weekend https://t.co/76KPBClj7a,0,2
"Listen to my new track Nostalgia @ #SoundCloud

#nostalgia #dance #trance #piano #wanderlust #newmusic #music https://t.co/SXnU2RqGiv",0,0
C'est bientt le #weekend... Comment trouver les horaires et les diffusions de #messe en direct sur Internet pour d https://t.co/hhNuYAjaMx,0,0
My weekend got started early today by shoggytosh @heartsonglive1 radio in the United Kingdom ; tune in every friday https://t.co/72C48Z1kfj,1,0
"We shall never know all the good that a simple smile can do  Mother Teresa

#bestwesternGB #harrow #stayhome https://t.co/JsMdMWBMRg",0,0
"Bijna weekend, en wellicht geniet je dan van een biertje en die ene lekkere chips. Misschien heb je zelfs light chi https://t.co/9mFIuSB91Z",1,0
#weekend #lockdown #staysafe #takecare #relax #enjoy #family #wine #beer #games #ideas #bored buy a new #british https://t.co/GR4kbO4YbF,0,0
"Happy Friday everyone 
Another weekend without Jiu-Jitsu, how long before we all start choking out randoms? https://t.co/BBHG1kBf6x",4,0
"Los mas guapos 

#weekend #bestfriends #mediterranean #javea #familytime #spain #encasa #cuarentena en Manuel Lu https://t.co/ArurHdpS0X",0,0
It's friday! #friday #weekend #weekendvibes,0,0
Friday!!! Almost the weekend - where we can have a couple of days that look exactly like the last 5!!  #weekend https://t.co/OdVeI41tc0,1,1
Keep Calm &amp; Enjoy the #Weekend... #stayhomestaysafe #weekendvibes #fridayfeeling #iTechnoLabs #happyweekend https://t.co/vKEdq3JRJA,0,0
"A great way to spend this weekend! Design a logo for the new Somerset 'Healthy, Happy and Safe' campaign!

Get desi https://t.co/DnPTkYrnil",2,0
@laurenlaverne @BBC6Music I know its Friday when @laurenlaverne  is on my two favorite radio stations simultaneous https://t.co/eDg9cFoM0Z,0,0
Its #endurofriday! #sendit into the #weekend!  https://t.co/QWJLvLA1D0,5,1
"Happy Friddaaayyyyyyy Fam
.
.
Ankara Tote Bag
.
Big Size
.
.
.
.
.
..
.
.
.
.
.
.
.
.
.
.
.
.
#lightupconcepts https://t.co/fpVCfp8rdn",0,0
Enjoy your Weekend. #staysafe and be #weekend #enjoy #happy #everythingwillbeok #trust #patience #love #peace # @ https://t.co/MVpcpJSUSv,0,0
"Enjoy this weekend! Time to kick back, relax, and do something for you! How will you write your weekend story? Comm https://t.co/9ib7IzAGlk",0,0
"Enjoy this weekend! Time to kick back, relax, and do something for you! How will you write your weekend story? Comm https://t.co/POlXtTv36r",0,0
It's FriYAY!! What are your plans and how are you going to enjoy your weekend? Comment below! #Friday #enjoy https://t.co/fUggOSG6k1,0,0
"Enjoy this weekend! Time to kick back, relax, and do something for you! How will you write your weekend story? Comm https://t.co/rxt8yEAgrP",0,0
Have a fantastic Friday and an even better weekend! Drop a comment to share what you'll be doing to enjoy it to the https://t.co/7t4gciXgRT,0,0
Have a fantastic Friday and an even better weekend! Drop a comment to share what you'll be doing to enjoy it to the https://t.co/wPL94VOE2X,0,0
Have a fantastic Friday and an even better weekend! Drop a comment to share what you'll be doing to enjoy it to the https://t.co/lNPoqbxD6B,0,0
It's FriYAY!! What are your plans and how are you going to enjoy your weekend? Comment below! #Friday #enjoy https://t.co/2XZjNUEvWm,0,0
"Heerlijke #binnenkomer in onze winkel..
#flowerpower voor het #weekend!

Geniet even mee voor een positief https://t.co/WtQRPdXeAB",0,0
"Zaraz #weekend wic pizza to idealny plan na obiad 
A pudeka na pizze znajdziecie oczywicie w naszym sklepie https://t.co/lxULge3cSs",0,0
"IT'S HAPPENING! 

Original: @gedikor via Supercell MAKE. 

This weekend

 Horus Bo (150 Gems) available NOW!
 Sm https://t.co/AdjtxhD4NJ",415,18
Good morning Samborian world and happy Friday!  ......   Friday 17th ... this!  .... but we are superstitious!  https://t.co/gAZr5vwDFV,54,4
"WIP it Weekend
#FAUW #Weekend #Stillathing #somehow https://t.co/vJ2TX32UbM",2,0
"
#weekend #happyfriday https://t.co/vg1cNdrEfw",0,0
#kawa #coffee #cafe #pitek #friday #weekend https://t.co/tmKvwAthUw,7,0
The end of another week in isolation and I know it's been tough so here is something to make you all smile as we he https://t.co/auZ2H9KblV,1,0
"Finally it is #Friday! What are your plans for the weekend?

#NVR #Car #Hire #Van #Travel #Rentals #Explore https://t.co/B6PCI7Oc0n",0,0
Happy Friday! Have you got any plans this weekend? We'd love to know! #letusknow  #weekend,0,0
"Happy Friday everyone 
.
#friday #happy #weekend #follow https://t.co/CVVo01iKqm",0,0
"Life offers you so many doors, it is up to you which to open and which one to close.

Have a great weekend! Stay Ho https://t.co/rZZWy3zhOV",0,0
"Awesome elevated shot! Photographed by Peter from Top Snap Brisbane West, property located in Chapel Hill.
. https://t.co/JsIW7UIqhF",1,0
It's the #weekend have a great one! Feel free to #follow it is #followfriday :-),4,0
"And just like that, its the weekend again! We hope you have had a successful and happy week, enjoy the weekend. https://t.co/23AVcLERFb",1,0
"C'est vendredi 
Place au petit conseil du jour ! C'est toujours un plaisir de les partager avec vous ! 
Bon https://t.co/8bTaoew6AU",1,0
"Week-end  1000 
.
Nouveau week-end  1000, cette fois-ci cest la bonne et je vais ENFIN lire Origine.
.
Les t https://t.co/97PajEUBeK",1,0
Yay finally #friday again  enjoy your #lockedin #weekend #stayhome #staysafe #quarantine i might do another livest https://t.co/WbT5uR21nF,0,0
"What are you doing this weekend to create your own sunshine? 

We have been exercising more and learning about new https://t.co/5nq6psmz4R",0,1
"@UbysseyNews  
Prez Ono lauds #admin for moving #classes #online while triaging #studentneeds, ""a #remarkable, https://t.co/wB9ISAHc4P",0,0
"#offerta #soggiornobreve #lockdownfree #svago #roma #weekend
Prenota ora il tuo appartamento a Roma per un week end https://t.co/KRD9D13scz",0,0
"Thank you for following us, welcome to our #blockchain project of precious metals mines! @alexdunsdon @NOIZchain https://t.co/nBYmrcu69g",0,0
"Wishing you a beautiful weekend 
#Friday 
#weekend 
#beautifulweekend https://t.co/7OP1ZfO3Wk",0,0
"Weekend, here I come 
(Photo from @JaredLeto)

#Weekend #StayHome #StayHomeStaySafe https://t.co/C6jf1s2hlf",5,0
"We bet everyday feels like a Friday now. 

Hit the like button if this is you.

Cheers to the weekend. Remember to https://t.co/aLpxyzinDy",2,2
".
Illustratori da colorare #acasatua.

  
michelezangirolami
*free downlo https://t.co/LM7I5pavO6",0,0
